DATE,VALUE
1996-06-01,156.700
1996-07-01,157.000
1996-08-01,157.300
1996-09-01,157.800
1996-10-01,158.300
1996-11-01,158.600
1996-12-01,158.600
1997-01-01,159.100
1997-02-01,159.600
1997-03-01,160.000
1997-04-01,160.200
1997-05-01,160.100
1997-06-01,160.300
1997-07-01,160.500
1997-08-01,160.800
1997-09-01,161.200
1997-10-01,161.600
1997-11-01,161.500
1997-12-01,161.300
1998-01-01,161.600
1998-02-01,161.900
1998-03-01,162.200
1998-04-01,162.500
1998-05-01,162.800
1998-06-01,163.000
1998-07-01,163.200
1998-08-01,163.400
1998-09-01,163.600
1998-10-01,164.000
1998-11-01,164.000
1998-12-01,163.900
1999-01-01,164.300
1999-02-01,164.500
1999-03-01,165.000
1999-04-01,166.200
1999-05-01,166.200
1999-06-01,166.200
1999-07-01,166.700
1999-08-01,167.100
1999-09-01,167.900
1999-10-01,168.200
1999-11-01,168.300
1999-12-01,168.300
2000-01-01,168.800
2000-02-01,169.800
2000-03-01,171.200
2000-04-01,171.300
2000-05-01,171.500
2000-06-01,172.400
2000-07-01,172.800
2000-08-01,172.800
2000-09-01,173.700
2000-10-01,174.000
2000-11-01,174.100
2000-12-01,174.000
2001-01-01,175.100
2001-02-01,175.800
2001-03-01,176.200
2001-04-01,176.900
2001-05-01,177.700
2001-06-01,178.000
2001-07-01,177.500
2001-08-01,177.500
2001-09-01,178.300
2001-10-01,177.700
2001-11-01,177.400
2001-12-01,176.700
2002-01-01,177.100
2002-02-01,177.800
2002-03-01,178.800
2002-04-01,179.800
2002-05-01,179.800
2002-06-01,179.900
2002-07-01,180.100
2002-08-01,180.700
2002-09-01,181.000
2002-10-01,181.300
2002-11-01,181.300
2002-12-01,180.900
2003-01-01,181.700
2003-02-01,183.100
2003-03-01,184.200
2003-04-01,183.800
2003-05-01,183.500
2003-06-01,183.700
2003-07-01,183.900
2003-08-01,184.600
2003-09-01,185.200
2003-10-01,185.000
2003-11-01,184.500
2003-12-01,184.300
2004-01-01,185.200
2004-02-01,186.200
2004-03-01,187.400
2004-04-01,188.000
2004-05-01,189.100
2004-06-01,189.700
2004-07-01,189.400
2004-08-01,189.500
2004-09-01,189.900
2004-10-01,190.900
2004-11-01,191.000
2004-12-01,190.300
2005-01-01,190.700
2005-02-01,191.800
2005-03-01,193.300
2005-04-01,194.600
2005-05-01,194.400
2005-06-01,194.500
2005-07-01,195.400
2005-08-01,196.400
2005-09-01,198.800
2005-10-01,199.200
2005-11-01,197.600
2005-12-01,196.800
2006-01-01,198.300
2006-02-01,198.700
2006-03-01,199.800
2006-04-01,201.500
2006-05-01,202.500
2006-06-01,202.900
2006-07-01,203.500
2006-08-01,203.900
2006-09-01,202.900
2006-10-01,201.800
2006-11-01,201.500
2006-12-01,201.800
2007-01-01,202.416
2007-02-01,203.499
2007-03-01,205.352
2007-04-01,206.686
2007-05-01,207.949
2007-06-01,208.352
2007-07-01,208.299
2007-08-01,207.917
2007-09-01,208.490
2007-10-01,208.936
2007-11-01,210.177
2007-12-01,210.036
2008-01-01,211.080
2008-02-01,211.693
2008-03-01,213.528
2008-04-01,214.823
2008-05-01,216.632
2008-06-01,218.815
2008-07-01,219.964
2008-08-01,219.086
2008-09-01,218.783
2008-10-01,216.573
2008-11-01,212.425
2008-12-01,210.228
2009-01-01,211.143
2009-02-01,212.193
2009-03-01,212.709
2009-04-01,213.240
2009-05-01,213.856
2009-06-01,215.693
2009-07-01,215.351
2009-08-01,215.834
2009-09-01,215.969
2009-10-01,216.177
2009-11-01,216.330
2009-12-01,215.949
2010-01-01,216.687
2010-02-01,216.741
2010-03-01,217.631
2010-04-01,218.009
2010-05-01,218.178
2010-06-01,217.965
2010-07-01,218.011
2010-08-01,218.312
2010-09-01,218.439
2010-10-01,218.711
2010-11-01,218.803
2010-12-01,219.179
2011-01-01,220.223
2011-02-01,221.309
2011-03-01,223.467
2011-04-01,224.906
2011-05-01,225.964
2011-06-01,225.722
2011-07-01,225.922
2011-08-01,226.545
2011-09-01,226.889
2011-10-01,226.421
2011-11-01,226.230
2011-12-01,225.672
2012-01-01,226.665
2012-02-01,227.663
2012-03-01,229.392
2012-04-01,230.085
2012-05-01,229.815
2012-06-01,229.478
2012-07-01,229.104
2012-08-01,230.379
2012-09-01,231.407
2012-10-01,231.317
2012-11-01,230.221
2012-12-01,229.601
2013-01-01,230.280
2013-02-01,232.166
2013-03-01,232.773
2013-04-01,232.531
2013-05-01,232.945
2013-06-01,233.504
2013-07-01,233.596
2013-08-01,233.877
2013-09-01,234.149
2013-10-01,233.546
2013-11-01,233.069
2013-12-01,233.049
2014-01-01,233.916
2014-02-01,234.781
2014-03-01,236.293
2014-04-01,237.072
2014-05-01,237.900
2014-06-01,238.343
2014-07-01,238.250
2014-08-01,237.852
2014-09-01,238.031
2014-10-01,237.433
2014-11-01,236.151
2014-12-01,234.812
2015-01-01,233.707
2015-02-01,234.722
2015-03-01,236.119
2015-04-01,236.599
2015-05-01,237.805
2015-06-01,238.638
2015-07-01,238.654
2015-08-01,238.316
2015-09-01,237.945
2015-10-01,237.838
2015-11-01,237.336
2015-12-01,236.525
2016-01-01,236.916
2016-02-01,237.111
